2022-12-08,r,93.6
2022-12-08,w,94.3
2022-12-09,r,92.4
2022-12-10,w,94.4
2022-12-11,r,93.6
2022-12-11,w,95.6
2022-12-12,r,93.9
2022-12-12,w,94.8
2022-12-13,r,93.5
2022-12-13,w,
2022-12-14,r,
2022-12-14,w,
